Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2023-02-15,152.9709014892578,216.8942108154297,101.16000366210938,173.72225952148438,217.44000244140625,236.41796875,168.1902313232422,44.25924301147461,147.50689697265625,106.72665405273438,343.8405456542969,292.9693908691406,176.37599182128906,122.15482330322266,143.8798065185547,133.25413513183594,53.730289459228516,245.64337158203125,85.0304183959961,96.85247802734375,262.52099609375,119.02869415283203,22.71352767944336,127.7566909790039,225.3467254638672,173.61883544921875,458.8424377441406,223.31796264648438,32.45437240600586,46.91582489013672
2023-02-16,151.37550354003906,211.6089324951172,98.1500015258789,171.09725952148438,212.2100067138672,234.3456573486328,165.25108337402344,46.57954406738281,145.37733459472656,103.39510345458984,340.037841796875,293.4718322753906,174.3211212158203,120.90103912353516,142.8596649169922,131.41934204101562,53.39667510986328,244.97064208984375,84.06220245361328,95.80011749267578,255.53196716308594,116.13420867919922,21.953222274780273,126.08341979980469,220.00001525878906,171.59413146972656,455.19970703125,220.3035888671875,32.020355224609375,46.17961502075195
2023-02-17,150.23313903808594,217.3097686767578,97.19999694824219,170.48184204101562,211.66000366210938,235.5529022216797,162.36105346679688,46.37857437133789,142.130615234375,102.79914855957031,338.4764099121094,290.4661865234375,176.1223907470703,120.91893768310547,145.84214782714844,131.80856323242188,54.20817947387695,248.8042449951172,84.80525970458984,98.50745391845703,251.5452117919922,116.563720703125,21.340579986572266,128.72201538085938,220.82333374023438,174.11563110351562,466.1558837890625,218.089111328125,32.32577133178711,46.87420654296875
2023-02-21,146.2249298095703,215.2408447265625,94.58000183105469,166.80874633789062,205.52000427246094,228.82257080078125,158.87142944335938,45.39198303222656,140.5159912109375,99.74114990234375,331.6976623535156,269.956787109375,172.04766845703125,117.95464324951172,143.66891479492188,129.38995361328125,53.91964340209961,247.4771728515625,81.99816131591797,98.10269927978516,246.29129028320312,113.07166290283203,20.609209060668945,128.63011169433594,216.2127227783203,173.64697265625,458.8984375,215.22105407714844,31.505977630615234,47.15909194946289
2023-02-22,146.6484375,213.36163330078125,95.79000091552734,167.98184204101562,205.75999450683594,226.14183044433594,160.58184814453125,45.044857025146484,139.94871520996094,99.34059143066406,331.48638916015625,270.68768310546875,170.9371795654297,117.29191589355469,143.46888732910156,128.39840698242188,54.081939697265625,247.56015014648438,81.7655029296875,98.18366241455078,245.16055297851562,111.95121002197266,20.70798683166504,129.17251586914062,215.64126586914062,174.4624786376953,456.63812255859375,214.6357421875,31.57027244567871,46.17000961303711
2023-02-23,147.13099670410156,214.6806640625,95.81999969482422,168.4049072265625,208.1300048828125,226.1988525390625,161.3289031982422,44.95350646972656,141.32765197753906,99.38944244384766,333.9205017089844,273.4375,171.42942810058594,117.13070678710938,143.42340087890625,129.42706298828125,54.18112564086914,245.84613037109375,81.74298095703125,99.46986389160156,248.33827209472656,112.00724792480469,23.611536026000977,128.75880432128906,216.04808044433594,173.8531494140625,459.2534484863281,215.71861267089844,30.967479705810547,45.4818115234375
2023-02-24,144.48184204101562,211.10296630859375,93.5,167.54913330078125,198.14999389648438,224.50677490234375,159.4415740966797,44.286659240722656,141.74661254882812,97.99234008789062,334.20526123046875,271.0165710449219,168.80990600585938,116.93367767333984,141.82305908203125,130.59461975097656,53.95571517944336,242.98936462402344,80.90988159179688,98.84025573730469,242.92835998535156,110.21453094482422,23.234375,128.03248596191406,214.72232055664062,173.72195434570312,452.37890625,214.17726135253906,31.136262893676758,45.60344696044922
2023-02-27,145.67344665527344,211.81671142578125,93.76000213623047,166.6356658935547,200.4600067138672,228.1286163330078,160.36558532714844,44.5150260925293,142.1044464111328,98.13888549804688,335.7483825683594,270.4227600097656,169.1703338623047,116.862060546875,141.51388549804688,131.73440551757812,53.93767547607422,244.00302124023438,81.26262664794922,98.3635482788086,243.84463500976562,110.67203521728516,23.448894500732422,127.92216491699219,215.55760192871094,173.72195434570312,451.435546875,214.95767211914062,31.24878692626953,45.27375411987305
2023-02-28,145.17123413085938,209.2960662841797,94.2300033569336,167.29913330078125,201.5500030517578,227.71986389160156,160.8275909423828,44.23183822631836,140.31527709960938,97.3182144165039,322.999267578125,270.9069519042969,168.3176727294922,115.79632568359375,139.3588409423828,132.83714294433594,53.65816116333008,244.6055450439453,80.86483764648438,95.5572509765625,243.12330627441406,110.914794921875,23.164527893066406,126.46956634521484,214.9845733642578,173.5250701904297,444.5423889160156,214.5577392578125,31.192514419555664,45.49461364746094
2023-03-01,143.1030731201172,213.3887481689453,92.16999816894531,169.14529418945312,204.5500030517578,236.3894500732422,164.5039825439453,44.15876770019531,141.43240356445312,96.27284240722656,320.2978820800781,265.65399169921875,169.54827880859375,114.80223846435547,138.7314453125,132.0958251953125,53.072078704833984,243.50259399414062,82.71869659423828,95.92604064941406,240.05284118652344,110.71871948242188,22.647676467895508,126.5615005493164,212.7118682861328,172.52210998535156,443.8699645996094,213.016357421875,30.782617568969727,44.860836029052734
2023-03-02,143.69400024414062,212.07870483398438,92.12999725341797,168.59722900390625,210.05999755859375,239.72610473632812,183.41677856445312,44.33232879638672,141.87753295898438,96.64408111572266,322.9529724121094,267.6911926269531,170.92837524414062,115.4649658203125,138.62232971191406,130.724365234375,53.847503662109375,247.99778747558594,82.48603820800781,96.24983978271484,244.7706756591797,111.65243530273438,23.262311935424805,128.6485137939453,217.5777587890625,171.71597290039062,446.1863098144531,213.69927978515625,30.871036529541016,44.97286605834961
2023-03-03,148.73622131347656,212.14193725585938,94.9000015258789,172.20301818847656,215.11000061035156,242.7015380859375,183.25950622558594,45.01744842529297,143.97219848632812,98.8130111694336,330.3446044921875,272.65185546875,173.01171875,116.10082244873047,140.04991149902344,133.12442016601562,53.59503936767578,249.38809204101562,83.50679779052734,96.1329116821289,248.84510803222656,113.24425506591797,23.837032318115234,129.58624267578125,221.7735595703125,172.09092712402344,446.9895935058594,218.29400634765625,30.750473022460938,45.027286529541016
2023-03-06,151.49371337890625,212.41297912597656,93.75,172.17417907714844,211.9199981689453,241.43722534179688,180.6742401123047,45.14533996582031,145.02818298339844,98.34406280517578,330.3074951171875,272.4325866699219,173.205078125,116.59337615966797,141.4502410888672,132.3460235595703,54.42458724975586,250.84324645996094,82.50856018066406,99.92857360839844,250.38523864746094,112.52323913574219,23.501781463623047,129.0346221923828,218.01483154296875,171.86599731445312,449.0631103515625,221.2010498046875,30.662071228027344,45.0208854675293
2023-03-07,149.2975616455078,206.63987731933594,93.55000305175781,168.5780029296875,207.9199981689453,233.98443603515625,180.202392578125,44.67945861816406,143.16049194335938,96.78086853027344,320.15911865234375,265.5717468261719,171.9568634033203,114.8559799194336,140.11355590820312,128.45401000976562,54.10899353027344,247.58998107910156,80.37696075439453,100.08148956298828,247.73390197753906,111.98015594482422,23.240314483642578,126.46956634521484,214.1590118408203,169.07260131835938,442.6183166503906,217.7086639404297,30.469173431396484,44.572757720947266
2023-03-08,150.54827880859375,206.3778839111328,93.91999816894531,168.10682678222656,207.1999969482422,236.43699645996094,179.8386993408203,44.86216735839844,142.25279235839844,97.0153579711914,323.1287536621094,268.2218322753906,171.91290283203125,114.67687225341797,139.08607482910156,127.69417572021484,54.136043548583984,245.921630859375,80.42952728271484,97.39212799072266,247.29527282714844,112.23297119140625,24.13149070739746,126.4879379272461,213.70252990722656,166.63543701171875,439.55474853515625,216.7526397705078,30.16375732421875,44.204647064208984
2023-03-09,148.30287170410156,203.9927215576172,92.25,165.5010528564453,201.24000549316406,229.0602264404297,175.6806182861328,44.58811569213867,140.0883331298828,93.92804718017578,316.4680480957031,265.0103759765625,169.54827880859375,112.9842529296875,137.5220947265625,120.78126525878906,53.61308288574219,242.49229431152344,79.19859313964844,96.78050231933594,245.95010375976562,110.3696060180664,23.38801383972168,125.55936431884766,210.94419860839844,163.88397216796875,434.2400207519531,214.62596130371094,29.376110076904297,43.906959533691406
2023-03-10,146.24465942382812,205.87196350097656,90.7300033569336,159.3279266357422,203.07000732421875,215.7991485595703,170.23484802246094,44.35972595214844,139.35520935058594,91.41718292236328,303.1280822753906,263.455322265625,169.94386291503906,112.34840393066406,137.85853576660156,123.84850311279297,53.38766098022461,242.863037109375,78.102783203125,96.8614730834961,242.31427001953125,110.01377868652344,22.91797637939453,126.1293716430664,207.9430389404297,165.54238891601562,431.49359130859375,210.85069274902344,29.480588912963867,43.84294509887695
